maintenance_id,vehicle_id,cost_type,amount,entry_date,return_date
727,1929,Corretiva,507.57,2024-05-01 04:15:46,2024-05-13 04:15:46
728,216,Corretiva,930.3,2024-03-25 12:36:43,2024-04-09 12:36:43
729,1854,Preventiva,378.58,2024-03-04 15:51:57,2024-03-07 15:51:57
730,1511,Corretiva,2015.27,2024-05-08 19:41:28,2024-05-23 19:41:28
731,1951,Preventiva,239.07,2024-04-12 19:34:25,2024-04-15 19:34:25
732,1343,Preventiva,429.33,2024-04-29 06:53:48,2024-05-01 06:53:48
733,899,Preventiva,744.85,2024-05-23 08:42:10,2024-05-25 08:42:10
734,466,Preventiva,371.99,2024-03-17 12:22:20,
735,1459,Corretiva,1083.25,2024-04-23 06:21:35,
736,993,Corretiva,1027.34,2024-04-27 18:22:11,2024-05-02 18:22:11
737,1564,Corretiva,1921.16,2024-04-14 17:55:44,
738,1859,Corretiva,536.65,2024-03-09 07:16:24,2024-03-24 07:16:24
739,808,Preventiva,708.87,2024-04-01 15:56:49,2024-04-03 15:56:49
740,438,Preventiva,480.36,2024-03-31 07:56:43,2024-04-01 07:56:43
741,1631,Preventiva,253.41,2024-04-30 23:34:17,
742,489,Preventiva,681.95,2024-05-18 01:17:20,2024-05-21 01:17:20
743,300,Preventiva,421.63,2024-03-31 00:17:28,2024-04-01 00:17:28
744,1875,Corretiva,2743.62,2024-05-03 02:58:59,
745,1358,Preventiva,701.77,2024-03-27 05:28:03,2024-03-30 05:28:03
746,1784,Corretiva,1770.54,2024-05-26 00:18:09,2024-06-08 00:18:09
747,233,Corretiva,1260.29,2024-05-14 00:49:41,
748,377,Corretiva,1804.87,2024-04-20 01:24:39,2024-04-28 01:24:39
749,710,Corretiva,1434.5,2024-04-11 09:20:23,2024-04-22 09:20:23
750,1628,Preventiva,687.12,2024-03-29 14:54:19,2024-03-30 14:54:19
751,158,Corretiva,1300.5,2024-03-30 10:01:47,2024-04-09 10:01:47
752,548,Preventiva,538.06,2024-05-28 06:53:00,2024-05-30 06:53:00
753,1231,Preventiva,600.79,2024-04-06 18:43:05,2024-04-09 18:43:05
754,1549,Corretiva,2542.86,2024-04-16 19:52:41,2024-04-29 19:52:41
755,506,Corretiva,2759.53,2024-05-29 22:03:08,2024-06-09 22:03:08
756,1197,Corretiva,2088.47,2024-04-29 20:19:49,2024-05-12 20:19:49
757,1786,Corretiva,2283.45,2024-04-19 09:01:27,2024-04-25 09:01:27
758,279,Corretiva,1386.53,2024-04-07 14:31:57,
759,1667,Preventiva,492.5,2024-03-18 01:40:48,2024-03-19 01:40:48
760,1670,Preventiva,633.72,2024-04-02 22:07:34,2024-04-04 22:07:34
761,1406,Corretiva,1232.12,2024-05-08 20:04:18,
762,1841,Corretiva,2099.14,2024-04-26 21:53:33,2024-05-10 21:53:33
763,1155,Corretiva,1121.64,2024-05-09 03:49:09,2024-05-20 03:49:09
764,1861,Corretiva,1164.11,2024-03-19 12:34:16,2024-03-22 12:34:16
765,472,Preventiva,206.97,2024-04-19 23:29:44,2024-04-21 23:29:44
766,319,Corretiva,899.52,2024-05-24 10:02:14,2024-05-29 10:02:14
767,1758,Preventiva,443.98,2024-04-09 20:50:43,2024-04-12 20:50:43
768,395,Preventiva,780.6,2024-05-03 12:58:41,2024-05-06 12:58:41
769,684,Corretiva,1500.33,2024-03-12 01:11:40,2024-03-23 01:11:40
770,696,Preventiva,282.48,2024-05-28 13:21:09,2024-05-30 13:21:09
771,1459,Preventiva,467.1,2024-04-25 09:46:32,2024-04-28 09:46:32
772,1299,Preventiva,699.81,2024-03-22 18:37:32,
773,242,Preventiva,551.9,2024-03-15 09:53:52,2024-03-16 09:53:52
774,763,Corretiva,2388.73,2024-04-20 03:01:56,2024-05-03 03:01:56
775,502,Preventiva,444.43,2024-04-20 06:07:01,2024-04-23 06:07:01
776,1446,Corretiva,1354.32,2024-03-09 11:34:08,2024-03-12 11:34:08
777,150,Corretiva,1890.73,2024-05-30 07:05:22,2024-06-07 07:05:22
778,1021,Preventiva,416.19,2024-05-23 01:50:19,2024-05-24 01:50:19
779,928,Corretiva,1155.46,2024-04-11 23:48:07,2024-04-16 23:48:07
780,1313,Corretiva,578.91,2024-03-11 16:32:45,
781,890,Corretiva,2469.24,2024-05-15 17:24:02,2024-05-18 17:24:02
782,209,Corretiva,2350.84,2024-04-15 08:27:07,2024-04-30 08:27:07
783,215,Preventiva,355.22,2024-05-05 05:03:41,2024-05-08 05:03:41
784,1651,Preventiva,524.63,2024-04-16 07:22:35,2024-04-19 07:22:35
785,8,Corretiva,2583.32,2024-03-25 21:09:35,
786,838,Preventiva,362.52,2024-05-15 23:02:13,2024-05-17 23:02:13
787,327,Preventiva,573.53,2024-05-29 04:51:15,2024-05-31 04:51:15
788,1915,Corretiva,1864.79,2024-03-23 04:18:29,2024-03-30 04:18:29
789,1626,Preventiva,785.15,2024-04-20 03:57:46,2024-04-23 03:57:46
790,1887,Corretiva,2825.77,2024-04-04 21:45:06,2024-04-11 21:45:06
791,960,Preventiva,404.17,2024-05-23 21:21:36,2024-05-25 21:21:36
792,968,Preventiva,274.47,2024-04-16 05:59:53,
793,1821,Preventiva,706.89,2024-05-20 00:26:54,2024-05-21 00:26:54
794,1117,Preventiva,757.25,2024-05-18 15:02:05,2024-05-21 15:02:05
795,153,Corretiva,675.96,2024-03-26 03:19:27,
796,205,Preventiva,522.69,2024-05-11 21:22:24,2024-05-14 21:22:24
797,1207,Preventiva,388.63,2024-04-07 18:14:03,2024-04-09 18:14:03
798,1974,Preventiva,508.8,2024-05-25 00:23:54,2024-05-26 00:23:54
799,1146,Preventiva,491.3,2024-04-16 04:53:56,
800,1802,Corretiva,839.72,2024-05-14 16:04:48,2024-05-29 16:04:48
801,1759,Corretiva,617.4,2024-03-26 17:43:13,2024-03-31 17:43:13
802,1153,Corretiva,2757.57,2024-03-28 04:02:45,2024-04-12 04:02:45
803,1869,Corretiva,1743.76,2024-04-23 09:52:19,
804,1331,Corretiva,535.89,2024-05-30 21:36:09,2024-06-04 21:36:09
805,955,Corretiva,2662.95,2024-04-14 13:22:28,2024-04-23 13:22:28
806,1353,Corretiva,2731.16,2024-03-14 12:31:56,2024-03-25 12:31:56
807,948,Corretiva,980.72,2024-04-19 00:15:35,2024-04-25 00:15:35
808,1854,Preventiva,278.51,2024-04-01 09:45:02,2024-04-03 09:45:02
809,1140,Corretiva,1511.09,2024-04-20 05:23:15,2024-05-05 05:23:15
810,413,Preventiva,401.9,2024-04-19 10:51:04,2024-04-21 10:51:04
811,342,Corretiva,1335.01,2024-04-11 10:28:21,2024-04-24 10:28:21
812,699,Preventiva,616.88,2024-03-30 06:45:42,2024-03-31 06:45:42
813,493,Preventiva,304.94,2024-03-18 04:01:00,2024-03-19 04:01:00
814,1383,Corretiva,2234.87,2024-05-03 11:20:11,2024-05-13 11:20:11
815,1227,Preventiva,567.96,2024-04-22 00:48:21,2024-04-24 00:48:21
816,323,Preventiva,368.56,2024-03-22 06:06:01,2024-03-23 06:06:01
817,292,Corretiva,2538.21,2024-05-10 13:47:20,2024-05-21 13:47:20
818,1570,Corretiva,515.3,2024-03-04 23:19:32,2024-03-07 23:19:32
819,1623,Preventiva,484.75,2024-05-07 18:26:09,2024-05-08 18:26:09
820,1212,Corretiva,1736.34,2024-05-04 04:13:03,2024-05-18 04:13:03
821,603,Preventiva,546.7,2024-05-13 20:07:01,2024-05-14 20:07:01
822,1110,Corretiva,2743.16,2024-04-05 03:11:45,2024-04-20 03:11:45
823,843,Corretiva,2985.54,2024-04-30 09:29:47,2024-05-05 09:29:47
824,806,Preventiva,687.19,2024-05-14 16:30:45,
825,347,Preventiva,322.33,2024-05-29 06:06:24,2024-05-30 06:06:24
826,1456,Corretiva,1575.21,2024-04-15 01:47:51,2024-04-21 01:47:51
827,1178,Preventiva,532.46,2024-03-04 08:51:02,2024-03-06 08:51:02
828,1941,Preventiva,790.04,2024-04-15 17:00:13,2024-04-17 17:00:13
829,534,Corretiva,808.51,2024-04-23 16:57:14,2024-04-28 16:57:14
830,708,Corretiva,1405.07,2024-05-19 03:25:31,2024-05-26 03:25:31
831,822,Preventiva,605.49,2024-05-19 13:13:54,2024-05-20 13:13:54
832,939,Corretiva,2130.52,2024-04-10 01:37:43,2024-04-17 01:37:43
833,453,Preventiva,266.84,2024-04-17 20:40:37,2024-04-18 20:40:37
834,477,Corretiva,2424.38,2024-04-11 13:55:51,2024-04-18 13:55:51
835,1492,Preventiva,463.03,2024-05-05 17:49:02,2024-05-07 17:49:02
836,635,Preventiva,376.08,2024-04-07 07:23:35,2024-04-10 07:23:35
837,508,Corretiva,576.76,2024-04-29 14:02:32,2024-05-04 14:02:32
838,1676,Corretiva,924.29,2024-03-15 01:07:29,
839,1445,Corretiva,531.54,2024-04-12 17:22:02,2024-04-26 17:22:02
840,219,Corretiva,2566.75,2024-05-28 04:44:26,2024-06-03 04:44:26
841,1941,Preventiva,431.97,2024-03-31 19:25:03,2024-04-01 19:25:03
842,701,Corretiva,1863.3,2024-05-03 00:52:00,2024-05-17 00:52:00
843,817,Preventiva,708.66,2024-04-29 03:14:35,2024-05-01 03:14:35
844,44,Preventiva,672.7,2024-05-17 12:15:19,2024-05-20 12:15:19
845,1562,Preventiva,723.55,2024-05-17 13:30:48,2024-05-20 13:30:48
846,1535,Corretiva,2762.51,2024-05-18 04:48:11,2024-05-29 04:48:11
847,1065,Preventiva,352.46,2024-04-04 13:56:25,2024-04-06 13:56:25
848,1114,Corretiva,1568.74,2024-03-29 19:35:16,2024-04-05 19:35:16
849,646,Corretiva,664.89,2024-05-05 09:40:43,2024-05-19 09:40:43
850,670,Corretiva,2460.7,2024-05-09 02:32:00,
851,1957,Corretiva,2109.12,2024-05-19 09:17:04,
852,1623,Corretiva,1781.23,2024-03-04 06:24:13,2024-03-15 06:24:13
853,1627,Corretiva,2055.25,2024-03-07 05:25:51,2024-03-22 05:25:51
854,1778,Preventiva,559.31,2024-04-27 10:27:20,2024-04-30 10:27:20
855,970,Corretiva,2257.69,2024-05-23 19:18:32,2024-06-04 19:18:32
856,327,Corretiva,2202.56,2024-05-30 18:22:41,2024-06-09 18:22:41
857,708,Preventiva,717.11,2024-05-07 22:56:15,2024-05-08 22:56:15
858,1630,Corretiva,1131.58,2024-04-09 11:47:37,2024-04-23 11:47:37
859,628,Preventiva,469.72,2024-03-09 22:59:59,2024-03-12 22:59:59
860,725,Preventiva,785.47,2024-04-27 16:06:18,2024-04-28 16:06:18
861,1659,Corretiva,1479.74,2024-05-19 09:42:46,2024-05-22 09:42:46
862,1719,Preventiva,510.25,2024-04-10 08:59:38,2024-04-11 08:59:38
863,166,Preventiva,287.42,2024-05-03 03:41:54,
864,367,Preventiva,338.01,2024-05-22 05:04:41,2024-05-23 05:04:41
865,60,Preventiva,513.21,2024-03-05 04:26:39,2024-03-08 04:26:39
866,1164,Preventiva,746.02,2024-05-12 10:46:38,2024-05-13 10:46:38
867,1930,Corretiva,1465.58,2024-03-27 16:42:54,
868,267,Corretiva,1431.68,2024-04-04 02:39:10,2024-04-10 02:39:10
869,889,Preventiva,341.14,2024-03-14 05:55:27,2024-03-17 05:55:27
870,981,Preventiva,766.04,2024-04-18 08:04:02,2024-04-21 08:04:02
871,160,Corretiva,1552.85,2024-04-21 11:59:12,2024-04-28 11:59:12
872,1662,Preventiva,388.92,2024-05-12 02:51:45,2024-05-13 02:51:45
873,1786,Corretiva,2475.26,2024-03-16 11:14:39,
874,608,Preventiva,701.18,2024-03-08 04:28:00,2024-03-10 04:28:00
875,554,Preventiva,690.42,2024-05-19 05:54:49,2024-05-21 05:54:49
876,1012,Corretiva,2585.23,2024-04-26 09:26:50,2024-05-06 09:26:50
877,157,Corretiva,2931.11,2024-03-22 21:58:20,2024-03-31 21:58:20
878,1287,Corretiva,684.56,2024-05-23 01:37:06,2024-05-27 01:37:06
879,1198,Corretiva,2668.76,2024-03-14 00:34:08,2024-03-21 00:34:08
880,690,Corretiva,2519.41,2024-04-11 23:09:05,2024-04-14 23:09:05
881,315,Corretiva,2544.86,2024-03-24 02:41:11,2024-04-05 02:41:11
882,823,Corretiva,1806.98,2024-03-24 05:38:00,
883,1701,Preventiva,451.81,2024-03-01 20:31:26,2024-03-03 20:31:26
884,1674,Preventiva,520.58,2024-05-13 05:19:07,2024-05-15 05:19:07
885,1896,Corretiva,1471.04,2024-05-22 00:14:28,2024-05-27 00:14:28
886,53,Preventiva,460.07,2024-05-01 15:54:07,2024-05-04 15:54:07
887,1941,Preventiva,517.48,2024-03-15 09:01:07,2024-03-17 09:01:07
888,1955,Corretiva,2035.91,2024-04-10 04:44:16,2024-04-25 04:44:16
889,1143,Corretiva,1407.55,2024-04-01 10:42:55,2024-04-06 10:42:55
890,1727,Corretiva,558.43,2024-04-23 11:15:23,2024-05-02 11:15:23
891,401,Preventiva,279.62,2024-04-28 03:26:31,2024-04-29 03:26:31
892,1112,Corretiva,1804.94,2024-04-08 14:41:26,2024-04-21 14:41:26
893,573,Corretiva,1256.81,2024-03-23 18:12:52,
894,21,Corretiva,2851.86,2024-05-16 22:08:37,2024-05-21 22:08:37
895,1117,Corretiva,1285.89,2024-03-19 03:05:23,2024-03-30 03:05:23
896,1408,Corretiva,1226.97,2024-04-05 00:10:12,
897,435,Corretiva,1462.74,2024-04-13 23:19:35,
898,244,Preventiva,603.78,2024-03-22 14:03:26,2024-03-25 14:03:26
899,1665,Preventiva,255.14,2024-04-22 01:04:44,2024-04-24 01:04:44
900,1230,Preventiva,359.76,2024-04-22 07:23:21,
901,1834,Corretiva,1780.57,2024-05-30 08:02:21,2024-06-07 08:02:21
902,177,Corretiva,2328.53,2024-03-27 20:47:02,2024-04-10 20:47:02
903,420,Preventiva,407.97,2024-05-28 23:49:50,2024-05-31 23:49:50
904,1478,Preventiva,461.07,2024-04-29 21:34:26,2024-05-01 21:34:26
905,8,Preventiva,706.74,2024-03-25 23:27:54,2024-03-26 23:27:54
906,1,Preventiva,229.87,2024-04-21 11:59:20,2024-04-24 11:59:20
907,678,Corretiva,1187.77,2024-05-02 09:47:09,
908,527,Preventiva,367.07,2024-05-07 18:21:24,2024-05-08 18:21:24
909,540,Preventiva,566.62,2024-03-05 11:06:45,2024-03-08 11:06:45
910,868,Preventiva,253.38,2024-04-25 04:23:30,2024-04-26 04:23:30
911,1570,Preventiva,613.31,2024-04-15 04:51:08,2024-04-16 04:51:08
912,732,Preventiva,796.21,2024-05-22 06:40:30,
913,1634,Corretiva,1703.68,2024-03-27 01:02:52,
914,1087,Preventiva,269.7,2024-05-12 16:42:37,2024-05-13 16:42:37
915,4,Preventiva,731.55,2024-04-25 05:49:47,
916,1999,Preventiva,311.56,2024-04-02 01:28:08,
917,150,Corretiva,2867.51,2024-04-27 22:22:24,2024-05-03 22:22:24
918,1346,Preventiva,281.7,2024-04-26 12:01:34,
919,1412,Preventiva,556.19,2024-05-01 16:14:15,2024-05-03 16:14:15
920,14,Corretiva,2765.13,2024-05-05 14:30:27,2024-05-12 14:30:27
921,1990,Preventiva,544.4,2024-04-29 23:39:08,2024-05-02 23:39:08
922,1006,Corretiva,2526.82,2024-05-16 06:55:41,
923,1722,Corretiva,1982.75,2024-04-27 04:05:37,2024-05-06 04:05:37
924,1257,Corretiva,1987.94,2024-05-22 05:02:01,2024-05-27 05:02:01
925,1439,Preventiva,701.8,2024-04-28 19:36:28,
926,1905,Preventiva,321.31,2024-03-29 02:42:33,2024-03-31 02:42:33
927,1626,Preventiva,741.02,2024-04-10 02:45:28,2024-04-11 02:45:28
928,233,Preventiva,399.37,2024-04-22 17:47:21,
929,1700,Corretiva,2211.51,2024-05-06 15:28:25,
930,911,Preventiva,415.97,2024-03-09 04:51:04,2024-03-12 04:51:04
931,738,Corretiva,1551.69,2024-03-27 20:31:16,
932,843,Corretiva,2363.33,2024-05-08 00:29:53,2024-05-11 00:29:53
933,1785,Preventiva,797.87,2024-03-16 23:35:52,2024-03-19 23:35:52
934,1633,Preventiva,382.18,2024-03-13 00:38:13,
935,696,Corretiva,2769.38,2024-04-19 02:03:59,2024-05-04 02:03:59
936,916,Corretiva,1850.48,2024-05-28 09:43:59,2024-06-02 09:43:59
937,176,Corretiva,2817.53,2024-04-18 07:22:53,2024-04-28 07:22:53
938,1199,Corretiva,2049.69,2024-05-23 03:03:19,2024-06-02 03:03:19
939,1125,Corretiva,1014.97,2024-05-15 13:45:07,
940,33,Preventiva,762.15,2024-03-24 09:13:21,2024-03-27 09:13:21
941,997,Preventiva,496.03,2024-05-15 01:07:21,2024-05-16 01:07:21
942,95,Preventiva,259.84,2024-04-13 20:21:20,
943,315,Corretiva,1768.78,2024-05-13 09:22:15,2024-05-28 09:22:15
944,1827,Preventiva,397.12,2024-05-07 22:29:08,2024-05-08 22:29:08
945,1359,Corretiva,2216.84,2024-03-31 19:45:14,
946,1936,Preventiva,630.25,2024-03-11 11:31:50,2024-03-13 11:31:50
947,712,Corretiva,2246.58,2024-05-27 14:57:32,2024-06-03 14:57:32
948,539,Preventiva,600.12,2024-03-13 19:24:47,
949,968,Corretiva,526.44,2024-05-27 22:50:11,2024-05-30 22:50:11
950,168,Preventiva,266.6,2024-05-18 06:32:49,2024-05-20 06:32:49
951,556,Corretiva,2136.69,2024-05-05 21:41:21,2024-05-20 21:41:21
952,795,Corretiva,2726.49,2024-05-29 04:11:37,2024-06-11 04:11:37
953,1340,Corretiva,2889.65,2024-05-28 00:31:01,2024-05-31 00:31:01
954,1353,Preventiva,478.22,2024-05-13 05:13:09,2024-05-14 05:13:09
955,1094,Corretiva,570.13,2024-04-03 06:51:09,2024-04-16 06:51:09
956,216,Preventiva,789.54,2024-05-11 22:50:57,2024-05-12 22:50:57
957,1896,Preventiva,663.72,2024-03-02 06:23:54,
958,1755,Preventiva,366.46,2024-04-18 19:52:26,
959,107,Preventiva,227.36,2024-04-11 09:15:09,2024-04-13 09:15:09
960,880,Preventiva,525.66,2024-05-01 05:27:25,2024-05-02 05:27:25
961,297,Preventiva,402.09,2024-05-01 04:23:32,2024-05-04 04:23:32
962,532,Corretiva,2399.91,2024-04-23 04:40:45,2024-05-01 04:40:45
963,1149,Corretiva,614.26,2024-05-14 20:09:33,2024-05-19 20:09:33
964,111,Preventiva,778.25,2024-05-25 13:35:50,2024-05-27 13:35:50
965,1752,Preventiva,211.53,2024-03-10 20:37:40,2024-03-13 20:37:40
966,1655,Preventiva,528.04,2024-03-22 06:40:01,2024-03-23 06:40:01
967,1451,Corretiva,2445.73,2024-03-03 06:39:13,2024-03-06 06:39:13
968,1456,Corretiva,2200.55,2024-05-20 11:10:08,2024-06-03 11:10:08
969,672,Preventiva,708.97,2024-04-21 02:06:49,2024-04-24 02:06:49
970,1152,Preventiva,201.67,2024-05-23 06:55:08,2024-05-24 06:55:08
971,1157,Preventiva,396.86,2024-03-21 03:27:57,2024-03-23 03:27:57
972,1933,Corretiva,682.2,2024-03-06 18:03:57,2024-03-09 18:03:57
973,1164,Corretiva,825.02,2024-05-14 23:18:00,2024-05-21 23:18:00
974,883,Preventiva,522.34,2024-05-22 18:06:09,
975,198,Preventiva,768.21,2024-03-28 11:59:00,2024-03-31 11:59:00
976,468,Preventiva,384.63,2024-04-07 03:43:05,2024-04-08 03:43:05
977,230,Preventiva,672.47,2024-03-13 17:16:22,2024-03-16 17:16:22
978,1962,Corretiva,615.99,2024-05-26 02:38:06,2024-06-08 02:38:06
979,1945,Corretiva,1133.19,2024-03-28 16:43:56,
980,366,Preventiva,435.55,2024-04-14 19:53:31,2024-04-16 19:53:31
981,430,Preventiva,737.83,2024-03-09 20:16:02,2024-03-11 20:16:02
982,1396,Corretiva,2691.14,2024-05-20 17:46:27,2024-06-04 17:46:27
983,1639,Corretiva,2643.02,2024-03-13 08:17:25,2024-03-21 08:17:25
984,277,Preventiva,642.17,2024-04-11 06:45:28,2024-04-14 06:45:28
985,959,Preventiva,227.86,2024-05-01 00:20:30,2024-05-03 00:20:30
986,732,Corretiva,2510.27,2024-05-07 15:01:04,
987,31,Preventiva,422.03,2024-05-26 02:00:26,2024-05-28 02:00:26
988,254,Corretiva,2958.26,2024-04-08 03:22:22,2024-04-18 03:22:22
989,1811,Preventiva,744.4,2024-05-07 13:06:55,
990,1059,Preventiva,628.22,2024-03-15 01:28:40,2024-03-16 01:28:40
991,550,Preventiva,620.25,2024-04-07 18:06:28,
992,1973,Preventiva,411.54,2024-03-10 00:15:47,2024-03-11 00:15:47
993,391,Corretiva,510.69,2024-04-14 12:44:02,2024-04-28 12:44:02
994,299,Corretiva,2432.01,2024-04-07 03:19:30,2024-04-11 03:19:30
995,651,Corretiva,1875.6,2024-05-26 14:07:22,2024-06-03 14:07:22
996,1786,Corretiva,2374.06,2024-03-03 23:27:08,2024-03-15 23:27:08
997,1433,Preventiva,614.44,2024-04-03 17:14:14,2024-04-06 17:14:14
998,1570,Preventiva,230.21,2024-04-10 08:20:55,2024-04-13 08:20:55
999,1046,Preventiva,520.99,2024-05-26 12:00:44,2024-05-28 12:00:44
1000,1838,Preventiva,528.49,2024-05-17 20:18:11,2024-05-18 20:18:11
1001,478,Corretiva,2509.26,2024-03-10 00:59:25,2024-03-15 00:59:25
1002,955,Preventiva,257.58,2024-05-02 09:31:32,2024-05-05 09:31:32
1003,513,Corretiva,503.05,2024-04-19 13:06:48,
1004,657,Corretiva,818.65,2024-05-28 23:36:29,2024-06-08 23:36:29
1005,699,Preventiva,767.31,2024-04-02 15:20:37,
1006,279,Corretiva,1718.19,2024-04-06 05:32:13,2024-04-13 05:32:13
1007,650,Preventiva,716.15,2024-03-18 06:32:30,2024-03-21 06:32:30
1008,217,Corretiva,1943.19,2024-03-12 02:47:48,2024-03-20 02:47:48
1009,35,Preventiva,576.38,2024-05-17 04:06:16,
1010,117,Preventiva,366.2,2024-04-11 09:06:09,2024-04-12 09:06:09
1011,467,Preventiva,278.35,2024-04-30 07:29:12,2024-05-01 07:29:12
1012,1113,Preventiva,725.49,2024-04-28 09:28:57,2024-05-01 09:28:57
1013,596,Preventiva,502.0,2024-04-24 08:10:00,2024-04-25 08:10:00
1014,159,Corretiva,1489.68,2024-03-02 22:38:40,
1015,187,Corretiva,2482.62,2024-05-11 14:21:33,2024-05-25 14:21:33
1016,1345,Corretiva,1389.65,2024-03-23 03:57:16,2024-04-02 03:57:16
1017,302,Preventiva,660.74,2024-03-12 11:01:03,2024-03-13 11:01:03
1018,1986,Preventiva,253.8,2024-04-21 09:02:17,2024-04-24 09:02:17
1019,242,Corretiva,1445.3,2024-03-07 05:50:40,2024-03-14 05:50:40
1020,490,Preventiva,766.47,2024-05-09 15:06:13,
1021,761,Corretiva,2050.22,2024-03-19 20:25:54,2024-03-23 20:25:54
1022,470,Preventiva,763.33,2024-03-20 15:38:15,2024-03-21 15:38:15
1023,49,Preventiva,443.52,2024-05-19 03:24:53,2024-05-21 03:24:53
1024,1276,Corretiva,2885.12,2024-03-30 21:34:26,2024-04-09 21:34:26
1025,138,Corretiva,2251.07,2024-03-14 10:15:29,2024-03-20 10:15:29
1026,269,Corretiva,1404.18,2024-05-21 22:45:35,2024-05-29 22:45:35
1027,885,Corretiva,2140.07,2024-03-01 06:11:34,2024-03-08 06:11:34
1028,1319,Corretiva,2212.14,2024-05-18 02:45:32,2024-05-24 02:45:32
1029,579,Preventiva,450.1,2024-03-14 03:59:54,
1030,1973,Corretiva,1634.04,2024-03-12 19:54:10,
1031,514,Corretiva,1584.6,2024-03-23 19:25:43,2024-03-28 19:25:43
1032,279,Corretiva,1139.32,2024-03-16 21:06:06,2024-03-21 21:06:06
1033,433,Corretiva,1887.01,2024-04-30 03:44:59,2024-05-13 03:44:59
1034,471,Preventiva,508.81,2024-03-03 08:18:13,2024-03-06 08:18:13
1035,135,Corretiva,2875.93,2024-03-02 08:27:17,2024-03-14 08:27:17
1036,1898,Corretiva,2098.68,2024-05-11 21:19:35,2024-05-16 21:19:35
1037,270,Corretiva,1051.51,2024-03-22 15:38:33,2024-03-29 15:38:33
1038,729,Preventiva,779.42,2024-03-30 11:07:00,2024-04-02 11:07:00
1039,1408,Preventiva,600.03,2024-03-16 20:33:13,2024-03-18 20:33:13
1040,719,Preventiva,356.45,2024-03-05 18:26:22,2024-03-06 18:26:22
1041,115,Preventiva,247.21,2024-05-07 11:54:44,2024-05-08 11:54:44
1042,1605,Corretiva,569.97,2024-04-17 20:58:14,2024-04-26 20:58:14
1043,817,Corretiva,2445.91,2024-05-07 20:31:58,2024-05-17 20:31:58
1044,1711,Corretiva,1327.06,2024-04-13 08:07:16,2024-04-23 08:07:16
1045,1781,Corretiva,2430.22,2024-05-10 19:11:21,2024-05-24 19:11:21
1046,1941,Corretiva,1401.23,2024-04-16 16:54:42,2024-04-22 16:54:42
1047,1143,Corretiva,1482.57,2024-03-10 22:10:26,2024-03-17 22:10:26
1048,1803,Corretiva,658.96,2024-04-15 20:23:01,2024-04-30 20:23:01
1049,870,Preventiva,306.25,2024-05-26 00:47:15,2024-05-27 00:47:15
1050,80,Preventiva,399.22,2024-03-04 22:42:33,2024-03-07 22:42:33
1051,1887,Corretiva,718.85,2024-05-11 06:34:03,2024-05-22 06:34:03
1052,1221,Preventiva,671.92,2024-05-18 21:29:10,2024-05-20 21:29:10
1053,1167,Corretiva,2610.6,2024-04-17 10:50:58,
1054,729,Preventiva,722.07,2024-04-11 16:21:53,2024-04-13 16:21:53
1055,729,Corretiva,2293.51,2024-05-27 17:25:59,2024-06-11 17:25:59
1056,814,Preventiva,273.52,2024-03-06 12:50:33,2024-03-08 12:50:33
1057,174,Corretiva,1861.15,2024-04-13 14:05:47,
1058,486,Corretiva,1252.49,2024-04-06 13:07:55,2024-04-10 13:07:55
1059,949,Preventiva,685.76,2024-05-02 10:26:12,2024-05-05 10:26:12
1060,1258,Preventiva,662.19,2024-04-14 14:44:49,2024-04-17 14:44:49
1061,67,Preventiva,587.37,2024-05-22 18:47:11,2024-05-25 18:47:11
1062,1508,Corretiva,855.22,2024-03-07 16:30:13,
1063,1138,Corretiva,2790.38,2024-03-08 08:26:47,2024-03-12 08:26:47
1064,979,Preventiva,417.65,2024-04-25 08:31:17,2024-04-26 08:31:17
1065,867,Preventiva,733.51,2024-03-06 23:26:59,2024-03-08 23:26:59
1066,1408,Corretiva,2610.35,2024-03-26 00:38:05,2024-04-02 00:38:05
1067,1515,Preventiva,498.33,2024-04-27 14:38:22,2024-04-28 14:38:22
1068,503,Preventiva,517.42,2024-04-19 21:36:37,2024-04-22 21:36:37
1069,464,Preventiva,477.68,2024-03-30 14:12:18,
1070,1315,Corretiva,1309.78,2024-05-30 12:16:01,2024-06-12 12:16:01
1071,1428,Preventiva,367.19,2024-04-18 06:44:10,
1072,158,Corretiva,2534.18,2024-04-11 06:54:52,2024-04-16 06:54:52
1073,208,Preventiva,395.29,2024-04-25 02:15:07,2024-04-27 02:15:07
1074,156,Preventiva,752.46,2024-03-10 00:36:20,2024-03-11 00:36:20
1075,541,Preventiva,385.51,2024-05-03 20:41:10,2024-05-04 20:41:10
1076,599,Preventiva,215.88,2024-05-17 14:29:57,2024-05-19 14:29:57
1077,1739,Preventiva,657.84,2024-04-29 05:36:07,2024-04-30 05:36:07
1078,1917,Preventiva,796.07,2024-05-09 23:24:52,2024-05-11 23:24:52
1079,608,Preventiva,426.85,2024-05-05 14:18:51,2024-05-06 14:18:51
1080,477,Corretiva,2766.21,2024-03-20 13:36:37,
1081,1966,Preventiva,635.75,2024-04-11 02:11:45,2024-04-14 02:11:45
1082,753,Corretiva,2297.84,2024-03-21 19:01:47,2024-03-26 19:01:47
1083,1090,Preventiva,289.02,2024-03-31 20:13:35,
1084,1351,Preventiva,569.57,2024-04-11 06:26:29,2024-04-14 06:26:29
